0.00,6371.00,5.8000,3.3600
1.00,6370.00,5.8000,3.3600
2.00,6369.00,5.8000,3.3600
3.00,6368.00,5.8000,3.3600
4.00,6367.00,5.8000,3.3600
5.00,6366.00,5.8000,3.3600
6.00,6365.00,5.8000,3.3600
7.00,6364.00,5.8000,3.3600
8.00,6363.00,5.8000,3.3600
9.00,6362.00,5.8000,3.3600
10.00,6361.00,5.8000,3.3600
11.00,6360.00,5.8000,3.3600
12.00,6359.00,5.8000,3.3600
13.00,6358.00,5.8000,3.3600
14.00,6357.00,5.8000,3.3600
15.00,6356.00,5.8000,3.3600
16.00,6355.00,5.8000,3.3600
17.00,6354.00,5.8000,3.3600
18.00,6353.00,5.8000,3.3600
19.00,6352.00,5.8000,3.3600
20.00,6351.00,5.8000,3.3600
20.00,6351.00,6.5000,3.7500
21.00,6350.00,6.5000,3.7500
22.00,6349.00,6.5000,3.7500
23.00,6348.00,6.5000,3.7500
24.00,6347.00,6.5000,3.7500
25.00,6346.00,6.5000,3.7500
26.00,6345.00,6.5000,3.7500
27.00,6344.00,6.5000,3.7500
28.00,6343.00,6.5000,3.7500
29.00,6342.00,6.5000,3.7500
30.00,6341.00,6.5000,3.7500
31.00,6340.00,6.5000,3.7500
32.00,6339.00,6.5000,3.7500
33.00,6338.00,6.5000,3.7500
34.00,6337.00,6.5000,3.7500
35.00,6336.00,6.5000,3.7500
35.00,6336.00,8.0400,4.4700
40.00,6331.00,8.0406,4.4718
45.00,6326.00,8.0412,4.4735
50.00,6321.00,8.0418,4.4753
60.00,6311.00,8.0429,4.4788
70.00,6301.00,8.0441,4.4824
80.00,6291.00,8.0453,4.4859
90.00,6281.00,8.0465,4.4894
100.00,6271.00,8.0476,4.4929
110.00,6261.00,8.0488,4.4965
120.00,6251.00,8.0500,4.5000
120.00,6251.00,8.0500,4.5000
130.00,6241.00,8.0778,4.5020
140.00,6231.00,8.1056,4.5040
150.00,6221.00,8.1333,4.5060
160.00,6211.00,8.1611,4.5080
170.00,6201.00,8.1889,4.5100
180.00,6191.00,8.2167,4.5120
190.00,6181.00,8.2444,4.5140
200.00,6171.00,8.2722,4.5160
210.00,6161.00,8.3000,4.5180
210.00,6161.00,8.3000,4.5220
220.00,6151.00,8.3365,4.5394
230.00,6141.00,8.3730,4.5568
240.00,6131.00,8.4095,4.5742
250.00,6121.00,8.4460,4.5916
260.00,6111.00,8.4825,4.6090
270.00,6101.00,8.5190,4.6264
280.00,6091.00,8.5555,4.6438
290.00,6081.00,8.5920,4.6612
300.00,6071.00,8.6285,4.6786
310.00,6061.00,8.6650,4.6960
320.00,6051.00,8.7015,4.7134
330.00,6041.00,8.7380,4.7308
340.00,6031.00,8.7745,4.7482
350.00,6021.00,8.8110,4.7656
360.00,6011.00,8.8475,4.7830
370.00,6001.00,8.8840,4.8004
380.00,5991.00,8.9205,4.8178
390.00,5981.00,8.9570,4.8352
400.00,5971.00,8.9935,4.8526
410.00,5961.00,9.0300,4.8700
410.00,5961.00,9.3600,5.0700
420.00,5951.00,9.3936,5.0912
430.00,5941.00,9.4272,5.1124
440.00,5931.00,9.4608,5.1336
450.00,5921.00,9.4944,5.1548
460.00,5911.00,9.5280,5.1760
470.00,5901.00,9.5616,5.1972
480.00,5891.00,9.5952,5.2184
490.00,5881.00,9.6288,5.2396
500.00,5871.00,9.6624,5.2608
510.00,5861.00,9.6960,5.2820
520.00,5851.00,9.7296,5.3032
530.00,5841.00,9.7632,5.3244
540.00,5831.00,9.7968,5.3456
550.00,5821.00,9.8304,5.3668
560.00,5811.00,9.8640,5.3880
570.00,5801.00,9.8976,5.4092
580.00,5791.00,9.9312,5.4304
590.00,5781.00,9.9648,5.4516
600.00,5771.00,9.9984,5.4728
610.00,5761.00,10.0320,5.4940
620.00,5751.00,10.0656,5.5152
630.00,5741.00,10.0992,5.5364
640.00,5731.00,10.1328,5.5576
650.00,5721.00,10.1664,5.5788
660.00,5711.00,10.2000,5.6000
660.00,5711.00,10.7900,5.9500
670.00,5701.00,10.8166,5.9759
680.00,5691.00,10.8432,6.0019
690.00,5681.00,10.8697,6.0278
700.00,5671.00,10.8963,6.0538
710.00,5661.00,10.9229,6.0797
720.00,5651.00,10.9495,6.1057
730.00,5641.00,10.9761,6.1316
740.00,5631.00,11.0026,6.1576
750.00,5621.00,11.0292,6.1835
760.00,5611.00,11.0558,6.2095
760.00,5611.00,11.0558,6.2095
770.00,5601.00,11.0738,6.2172
780.00,5591.00,11.0917,6.2249
790.00,5581.00,11.1095,6.2326
800.00,5571.00,11.1272,6.2402
900.00,5471.00,11.2997,6.3138
1000.00,5371.00,11.4640,6.3833
1100.00,5271.00,11.6208,6.4489
1200.00,5171.00,11.7707,6.5110
1300.00,5071.00,11.9142,6.5700
1400.00,4971.00,12.0521,6.6260
1500.00,4871.00,12.1849,6.6796
2000.00,4371.00,12.7944,6.9210
2500.00,3871.00,13.3697,7.1484
2700.00,3671.00,13.6076,7.2445
2740.00,3631.00,13.6564,7.2645
2740.00,3631.00,13.6564,7.2645
2750.00,3621.00,13.6587,7.2670
2800.00,3571.00,13.6703,7.2794
2850.00,3521.00,13.6818,7.2918
2889.00,3482.00,13.6908,7.3015
2889.00,3482.00,8.0088,0.0000
2900.00,3471.00,8.0280,0.0000
3000.00,3371.00,8.1995,0.0000
3100.00,3271.00,8.3642,0.0000
3200.00,3171.00,8.5222,0.0000
3300.00,3071.00,8.6735,0.0000
3400.00,2971.00,8.8180,0.0000
3500.00,2871.00,8.9558,0.0000
4000.00,2371.00,9.5437,0.0000
4500.00,1871.00,9.9633,0.0000
5153.90,1217.10,10.2578,0.0000
5153.90,1217.10,11.0914,3.4385
5500.00,871.00,11.1644,3.5000
6000.00,371.00,11.2270,3.5528
6371.00,0.00,11.2409,3.5645
